theme_code,sw_code,sw_name,l1_name,corr_daily_ret,common_days,final_label,crowding_label,total_mv_yi,leader_top1_name
512170.SH,801156.SI,医疗服务,医药生物,0.9321451077905851,601,观察中,拥挤正常,9117.2282,药明康德
512170.SH,801153.SI,医疗器械,医药生物,0.9215079876000342,601,观察中,拥挤正常,12117.2654,迈瑞医疗
512170.SH,801152.SI,生物制品,医药生物,0.8827753577351992,601,观察中,拥挤正常,7128.4953,荣昌生物
512170.SH,801151.SI,化学制药,医药生物,0.8274806723698441,601,观察中,拥挤正常,20077.5826,百济神州
512170.SH,801155.SI,中药Ⅱ,医药生物,0.7866151380770825,601,观察中,拥挤正常,7236.2227,云南白药
512170.SH,801154.SI,医药商业,医药生物,0.7560597272393094,601,观察中,拥挤正常,2737.7703,上海医药
512170.SH,801218.SI,专业服务,社会服务,0.7254095293675479,601,观察中,拥挤正常,2282.7848,胜科纳米
512170.SH,801982.SI,化妆品,,0.7182291679817808,601,,,,
512170.SH,801129.SI,调味发酵品Ⅱ,食品饮料,0.7109999102846577,601,未启动,拥挤正常,3206.5844,海天味业
512170.SH,801193.SI,证券Ⅱ,非银金融,0.7102186745233934,601,观察中,拥挤正常,34327.4767,中信证券
512170.SH,801034.SI,化学制品,基础化工,0.7043512346883358,601,趋势延续型偏强,拥挤偏高,19598.4824,万华化学
512170.SH,801104.SI,软件开发,计算机,0.6982027338389749,601,观察中,拥挤正常,16550.1411,同花顺
512170.SH,801124.SI,食品加工,食品饮料,0.6864748667553058,601,未启动,拥挤正常,2159.6365,双汇发展
512170.SH,801737.SI,电池,电力设备,0.6750865789523495,601,观察中,拥挤正常,38215.1682,宁德时代
512170.SH,801142.SI,家居用品,轻工制造,0.6727852465163395,601,未启动,拥挤正常,4526.0626,公牛集团
512170.SH,801764.SI,游戏Ⅱ,传媒,0.6719932922212815,601,观察中,拥挤正常,4791.9313,世纪华通
512170.SH,801101.SI,计算机设备,计算机,0.6709385405871531,601,观察中,拥挤正常,13129.6178,海康威视
